Step,Completed?,Item/Objective,Category,Location,Notes
1211,FALSE,Collapsing Stars,Sorcery,War-Dead Catacombs,Found in chest on the lowest level
1212,FALSE,Radahn Soldier Ashes,Spirit Ashes,War-Dead Catacombs,In smaller swamp near Cleanrot Knight ghost
1213,FALSE,Putrid Tree Spirit,Boss,War-Dead Catacombs,Drops Golden Seed and Redmane Knight Ogha Ashes
1214,FALSE,Golden Seed,Flask,War-Dead Catacombs,Dropped by Putrid Tree Spirit
1215,FALSE,Redmane Knight Ogha Ashes,Spirit Ashes,War-Dead Catacombs,Dropped by Putrid Tree Spirit
1216,FALSE,Iron Fist Alexander,NPC,East Liurnia,South from the Carian Study Hall where you fought the Tibia Mariner. He is stuck in the ground but needs to have oil pot thrown at him
1217,FALSE,Iji,NPC,Western Liurnia,Speak to Iji about Blaidd and then head to Forlorn Hound Evergaol
1218,FALSE,Blaidd,NPC,West Limgrave,Release Blaidd from the Forlornd Hound Evergaol
1219,FALSE,Large Club,Great Hammer,West Limgrave,"South from Forlorn Hound Evergaol, lowest cliff near spiritspring"
1220,FALSE,Greyoll's Dragonbarrow,Checkpoint,Dragonbarrow,"To start this section, warp over to Caelem Ruins in Caelid. Contains Somber Smithing Stone 8, 9"
1221,FALSE,Dragonbarrow West,SoG/Location,Dragonbarrow,"From Caelem Ruins, East across canyon, then more East"
1222,FALSE,Ghost,Ghost,Dragonbarrow,Just North of the Dragonbarrow West SoG
1223,FALSE,Map: Dragonbarrow,Map,Dragonbarrow,East from Dragonbarrow West SoG
1224,FALSE,Spiked Palisade Shield,Greatshield,Dragonbarrow,Warp back to Deep Siofra Well SoG (above ground). Continue through canyon to find under a giant
1225,FALSE,Great-Jar,NPC,Dragonbarrow,"At the end of the canyon. Talk to him and then defeat the three invader enemies. Upon defeating them, you will receive the Great-Jar's Arsenal talisman. You can cheese the NPC ones off of the ledge by standing on the tree branch overhanging the cliff"
1226,FALSE,Great-Jar's Arsenal,Talisman,Dragonbarrow,Received from Great-Jar after defeating the three invaders
1227,FALSE,Sellia Crystal Tunnel,SoG/Location,"Sellia, Town of Sorcery","Return to the Sellia Under-Stair SoG and find this Location. Go to the North near the cliffs to find the entrance. Has Smithing Stone 5, 7, Somber Smithing Stone 4, 6"
1228,FALSE,Rock Blaster,Sorcery,Sellia Crystal Tunnel,"Found once you've jumped over a small wall and continue through, look for the ladder leading to a pest enemy, will be below that in the small room"
1229,FALSE,Faithful's Canvas Talisman,Talisman,Sellia Crystal Tunnel,Continue through area until you find two pest enemies worshipping on a wooden platform
1230,FALSE,Fallingstar Beast,Boss,Sellia Crystal Tunnel,Drops the Somberstone Miner's Bell Bearing
1231,FALSE,Somberstone Miner's Bell Bearing,Bell Bearing,Sellia Crystal Tunnel,Dropped by Fallingstar Beast in Sellia Crystal Tunnel. Given to Twin Maiden Husks at Roundtable Hold to purchase Somber 1 and 2
1232,FALSE,Abandoned Cave,SoG/Location,Caelid,Warp to Smoldering Wall SoG and head East. Use tree log to cross canyon
1233,FALSE,Serpent Bow,Bow,Abandoned Cave,"Found after jumping down, near the iron maiden corpse and the poison shooting enemy"
1234,FALSE,Venomous Fang,Claw,Abandoned Cave,"Look for large plant enemy, up on a ledge. Use iron maiden corpses to jump up"
1235,FALSE,Cleanrot Knights,Boss,Abandoned Cave,Drops the Gold Scarab
1236,FALSE,Gold Scarab,Talisman,Abandoned Cave,Dropped by Cleanrot Knights
1237,FALSE,Isolated Merchant's Shack,SoG/Location,Dragonbarrow,"Northwest from the Dragonbarrow West SoG, head North up road a bit then head West"
1238,FALSE,Isolated Merchant,NPC,Dragonbarrow,Found near Isolated Merchant's Shack. Kill for Isolated Merchant's Bell Bearing 3
1239,FALSE,Isolated Merchant's Bell Bearing 3,Bell Bearing,Dragonbarrow,Received from killing Isolated Merchant in Isolated Merchant's Shack
1240,FALSE,Spiked Caestus,Fist,Dragonbarrow,Bought from merchant at Isolated Shack
1241,FALSE,Beast-Repellent Torch,Torch,Dragonbarrow,Bought from merchant at Isolated Shack
1242,FALSE,Samurai Set,Armor Set,Dragonbarrow,Bought from merchant at Isolated Shack
1243,FALSE,Sacrificial Twig,Talisman,Dragonbarrow,Bought from merchant at Isolated Shack. Three are sold
1244,FALSE,Ritual Pot,Consumable,Dragonbarrow,Bought from merchant at Isolated Shack
1245,FALSE,Ash of War: Sky Shot,Ash of War,Dragonbarrow,Northwest from the shack. Kill scarab
1246,FALSE,Bell-Bearing Hunter,Boss,Dragonbarrow,Night time enemy found at Isolated Merchant's Shack. Hardest variant. Drops the Gravity Stone Peddler's Bell Bearing
1247,FALSE,Gravity Stone Peddler's Bell Bearing,Bell Bearing,Dragonbarrow,Dropped by Bell-Bearing Hunter at Isolated Merchant's Shack
1248,FALSE,Sellia Evergaol,Evergaol,Dragonbarrow,"South from the Dragonbarrow West SoG, on the cliff above the Abandoned Cave. Contains Battlemage Hugues"
1249,FALSE,Battlemage Hugues,Boss,Dragonbarrow,Located in the Sellia Evergaol. Drops the Battlemage Hugues Ashes
1250,FALSE,Battlemage Hugues Ashes,Spirit Ashes,Dragonbarrow,Dropped by Battlemage Hugues in the Sellia Evergaol
1251,FALSE,Divine Tower of Caelid,SoG/Location,Dragonbarrow,Northeast from the Dragonbarrow West SoG. Use careful platforming up the side of the tower
1252,FALSE,Stonesword Key,Key Item,Divine Tower of Caelid,Along the platforms on the outside of the tower
1253,FALSE,Divine Tower of Caelid: Center,SoG/Location,Divine Tower of Caelid,Found after climbing platforms to the top
1254,FALSE,Divine Tower of Caelid: Basement,SoG/Location,Divine Tower of Caelid,Found at the bottom of the inner Caelid Tower
1255,FALSE,Godskin Apostle,Boss,Divine Tower of Caelid,Platform jump to the bottom of the tower to find him. Drops Godskin Apostle Set
1256,FALSE,Godskin Apostle Set,Armor Set,Divine Tower of Caelid,Dropped by Godskin Apostle
1257,FALSE,Godslayer's Greatsword,Colossal Sword,Divine Tower of Caelid,Found in the next room from the Godskin Apostle
1258,FALSE,Radahn's Great Rune,Great Rune,Divine Tower of Caelid,Go to the top of the tower to activate this rune
1259,FALSE,Fort Faroth,SoG/Location,Dragonbarrow,East of Dragonbarrow West SoG location then right at intersection. Fort at the end of the road
1260,FALSE,Dectus Medallion (Right),Key Item,Fort Faroth,In a chest on the roof
1261,FALSE,Radagon's Soreseal,Talisman,Fort Faroth,Through the hole with the rats
1262,FALSE,Elder Dragon Greyoll,Boss,Dragonbarrow,"West from the fort. Go behind the drgon, near the Smoldering Wall, and strike it from behind. This will take ages but will drop 5 Dragon Hearts. NOTE: There is an exploit where you can kill Greyoll, then rush back to the SoG on Torrent and rest, then kill him again. This appears to be indefinite"
1263,FALSE,Dragon Hearts,Key Item,Dragonbarrow,5 are dropped by Elder Dragon Greyoll
1264,FALSE,Stonesword Key,Key Item,Dragonbarrow,"Southwest from Greyoll, on top of the giant white coral looking rock. You'll also find some Smithing Stone 7 and 8 here"
1265,FALSE,Minor Erdtree,SoG/Location,Dragonbarrow,"Northeast from Fort Faroth, drop down spirit spring"
1266,FALSE,Putrid Avatar,Boss,Dragonbarrow,Drops Stonebarb Cracked  Tear and Opaline Hardtear
1267,FALSE,Stonebarb Cracked Tear,Crystal Tear,Dragonbarrow,Dropped by Putrid Avatar near Dragonbarrow Minor Erdtree
1268,FALSE,Opaline Hardtear,Crystal Tear,Dragonbarrow,Dropped by Putrid Avatar near Dragonbarrow Minor Erdtree
1269,FALSE,Ash of War: Rain of Arrows,Ash of War,Dragonbarrow,You'll need to descend the cliff from the Minor Erdtree carefully down. You'll see a platform at the bottom with a Golem. Found by ghost after picking up the Redmane Painting in Sellia Town
1270,FALSE,Bestial Constitution,Incantation,Dragonbarrow,North of Minor Erdtree if you follow the road. On scarab to the left down the cliff
1271,FALSE,Dragonbarrow Fork,SoG/Location,Dragonbarrow,"West of the Minor Erdtree, down the road along the cliff"
1272,FALSE,Dragonbarrow Cave,SoG/Location,Dragonbarrow,"East from the Dragonbarrow Fork SoG, near the bear"
1273,FALSE,Bull-Goat's Talisman,Talisman,Dragonbarrow Cave,Past the rune bear in the small alcove with the animals
1274,FALSE,Beastmen of Farum Azula,Boss,Dragonbarrow Cave,Drops Flamedrake Talisman +2
1275,FALSE,Flamedrake Talisman +2,Talisman,Dragonbarrow Cave,Dropped by Beastmen of Farum Azula
1276,FALSE,Lenne's Rise,SoG/Location,Dragonbarrow,"From the Dragonbarrow Fork SoG, follow the lower road East. Use spiritspring to enter via balcony"
1277,FALSE,Memory Stone,Key Item,Dragonbarrow,Found in Lenne's Rise
1278,FALSE,Night's Cavalry,Boss,Dragonbarrow,"North from Lenne's Rise, night boss. Drops Ash of War: Bloodhound's Step"
1279,FALSE,Ash of War: Bloodhound's Step,Ash of War,Dragonbarrow,Dropped by Night's Cavalry boss in Dragonbarrow near Lenne's Rise
1280,FALSE,Farum Greatbridge,SoG/Location,Dragonbarrow,On the North side of the bridge leading to the Beast Clergyman. Head North across the bridge where you fought the Night's Calvalry and then head up the hill. Cut left and head West toward the other bridge
1281,FALSE,Flying Dragon Greyll,Boss,Dragonbarrow,Bridge leading to North area of region. Drops Dragon Heart
1282,FALSE,Dragon Heart,Key Item,Dragonbarrow,Dropped by Flying Dragon Greyll in Dragonbarrow
1283,FALSE,Golden Seed,Flask,Dragonbarrow,Toward Bestial Sanctum from Lenne's Rise
1284,FALSE,Starlight Shard,Key Item,Dragonbarrow,East from the Golden Tree. NOTE: Return to Seluvis to receive another puppet if you gave the potion to Napheli
1285,FALSE,Black Blade Kindred,Boss,Dragonbarrow,Just outside Beastial Sanctum. Drops Gargoyle's Black Halberd and Gargoyle's Blackblade
1286,FALSE,Gargoyle's Black Halberd,Halberd,Dragonbarrow,Dropped by Black Blade Kindred
1287,FALSE,Gargoyle's Black Blade,Greatsword,Dragonbarrow,Dropped by Black Blade Kindred
1288,FALSE,Beast Clergyman,NPC,Dragonbarrow,"If you head into the Bestial Sanctum, he will be hostile. Take away some health and he'll calm down. Then rest at the SoG"
1289,FALSE,Dragoncrest Shield Talisman,Talisman,Dragonbarrow,Descend the cliffs on the West side of the Bestial Sanctum. May be glitches in 1.03
1290,FALSE,Cinquedea,Dagger,Dragonbarrow,Descend the cliffs on the West side of the Bestial Sanctum. May be glitches in 1.03
1291,FALSE,Nokron,Checkpoint,"Nokron, Eternal City","If you wish to get the Dung Eater Puppet Ashes, skip this section until after the Leyndell Royal Capital section and complete that to the point you give the potion to Dung Eater. Contains Ghost Glovewort 3-5, Great Ghost Glovewort, Smithing Stone 2, 3, 5, Somber Smithing Stone 4-6"
1292,FALSE,"Nokron, Eternal City",SoG/Location,"Nokron, Eternal City","Go to Fort Haight West SoG in East Limgrave after defeating Radahn, then go a little West. Go down the huge crater. This should be marked on your map with a red symbol and you should see a bunch of floating rocks from the SoG"
1293,FALSE,Ghostflame Torch,Torch,"Nokron, Eternal City","Jump from beam to a tower to the right, then to a nearby roof. On a corpse"
1294,FALSE,"Nokron, Eternal City (SoG)",SoG/Location,"Nokron, Eternal City","Found after jumping down from mimic tear enemies, past pale ghoul enemies"
1295,FALSE,Ghost-Glovewort Picker's Bell,Bell Bearing,"Nokron, Eternal City",In gazebo at the bottom level of Nokron. Give to Twin Maiden Husks to be able to purchase Renowned Ashes upgrade mats up to +3
1296,FALSE,Larval Tear,Key Item,"Nokron, Eternal City","Found on a corpse inside the stone building Southeast of the Nokron, Eternal City SoG"
1297,FALSE,Greatshield Soldier Ashes,Spirit Ashes,"Nokron, Eternal City",In the graveyard guarded by enemies
1298,FALSE,Larval Tear,Key Item,"Nokron, Eternal City","From the Nokron, Eternal City SoG. Head past the first gazebo and down the stairs, then down more stairs and look for the corpse in the gazebo before the boss fight"
1299,FALSE,Mimic Tear,Boss,"Nokron, Eternal City","Move forward to fight this boss. Drops Silver Tear Mask and a Larval Tear. NOTE: You can unequip armor and weapons, then re-equip after boss changes form to make this fight trivial"
1300,FALSE,Larval Tear,Key Item,"Nokron, Eternal City",Two dropped by Mimic Tear
1301,FALSE,Silver Tear Mask,Helmet,"Nokron, Eternal City",Dropped by Mimic Tear
1302,FALSE,Mimic Tear (SoG),SoG/Location,"Nokron, Eternal City",Found after defeating Mimic Tear
1303,FALSE,Ghost,Ghost,"Nokron, Eternal City","Follow bridge to the end and jump to lower level, you'll see ghost on the right. Speak to it for lore"
1304,FALSE,Clarifying Horn Charm +1,Talisman,"Nokron, Eternal City",Follow bridge to very end and jump to lower levels. Look for ghost to your right and jump down near there first
1305,FALSE,Hallowhorn Grounds,SoG/Location,"Nokron, Eternal City","Return to the Mimic Tear SoG. In the area after the bridge, find and light 6 obelisks to access another boss fight later"
1306,FALSE,Obelisk 1,Event,"Nokron, Eternal City",Found immediately after entering the Hallowhorn Grounds from the bridge
1307,FALSE,Obelisk 2,Event,"Nokron, Eternal City","From Obelisk 1, head West along the road. Will find on top of small cliff with singing enemy"
1308,FALSE,Ancestral Woods,SoG/Location,"Nokron, Eternal City","Found West of the bridge you crossed, after entering the Hallowhorn Grounds. Will be tucked away in the rock"
1309,FALSE,Obelisk 3,Event,"Nokron, Eternal City","Head West from the Ancestral Woods SoG, found near large pillar with red wolf wandering near"
1310,FALSE,Obelisk 4,Event,"Nokron, Eternal City","Northeast from Obelisk 3, near the rats"
1311,FALSE,Ash of War: Enchanted Shot,Ash of War,"Nokron, Eternal City",Near an obelisk with rats. Kill scarab
1312,FALSE,Ancestral Infant's Head,Utility Item,"Nokron, Eternal City","Past Obelisk 4, you can use Torrent to access a ruined building to the North. In a chest guarded by enemy"
1313,FALSE,Obelisk 5,Event,"Nokron, Eternal City","Return to the Ancestral Woods SoG, then head Northeast. You'll find it between some pillars near some enemies and deer"
1314,FALSE,Obelisk 6,Event,"Nokron, Eternal City","From Obelisk 5, head Sountheast until you can see the end of the bridge from when you first entered the area"
1315,FALSE,Regal Ancestor Spirit,Boss,"Nokron, Eternal City",Touch the deer carcass after you light all 6 obelisks in the area. Drops Remembrance of the Regal Ancestor
1316,FALSE,Remembrance of the Regal Ancestor,Remembrance,"Nokron, Eternal City",Dropped by Regal Ancestor Spirit. Take to Enia to get either the Winged Greathorn or the Ancestral Spirit's Horn
1317,FALSE,Mottled Necklace +1,Talisman,"Nokron, Eternal City",Climb cliffs near deer carcass. It is above on the structure
1318,FALSE,Stonesword Key,Key Item,"Nokron, Eternal City","From beams at top of building, move past the spirit Jellyfish and drop to lower level"
1319,FALSE,Aqueduct-Facing Cliffs,SoG/Location,"Nokron, Eternal City","From the deer caracss building, follow the cliffs up toward the spirit jellyfish, and then drop down. Or continue from where you had found the stonesword key previously. Found in a small cave"
1320,FALSE,Missionary's Cookbook 5,Cookbook,"Nokron, Eternal City",Drop down to the rampart where you can see the crucible knight patroling. Head to the circular building in the West
1321,FALSE,Crucible Hornshield,Greatshield,"Nokron, Eternal City",Dropped by Crucible Knight patroling circular buildings
1322,FALSE,Order Healing,Incantation,"Nokron, Eternal City","Another circular building, kill scarab"
1323,FALSE,D's Twin Brother,NPC,"Nokron, Eternal City",On balcony past second crucible knight. interact with him and hand over the Twinned Armor to receive Inner Order gesture
1324,FALSE,Inner Order,Gesture,"Nokron, Eternal City",Speak to D's Twin Brother in Nokron on balcony
1325,FALSE,Valiant Gargoyle,Boss,"Nokron, Eternal City",At the end of the area. Drops Gargoyle's Greatsword and Gargoyle's Twinblade
1326,FALSE,Gargoyle's Greatsword,Greatsword,"Nokron, Eternal City",Dropped by Valiant Gargoyle
1327,FALSE,Gargoyle's Twinblade,Twinblade,"Nokron, Eternal City",Dropped by Valiant Gargoyle
1328,FALSE,Great Waterfall Basin,SoG/Location,"Nokron, Eternal City",Found after defeating Valiant Gargoyle
1329,FALSE,Black Whetblade,Key Item,"Nokron, Eternal City",Progress from Ancestral woods and across rooftops. Enter a building through a window and find at the altar
1330,FALSE,Mimic Tear Ashes,Spirit Ashes,"Nokron, Eternal City",Hallway unlocked by Stonesword Key. In the chest
1331,FALSE,Nox Flowing Hammer,Hammer,"Nokron, Eternal City","Right from the altar with Mimic Tear Ashes is a window. Jump through onto roofs, enter via window to right"
1332,FALSE,Night's Sacred Ground,SoG/Location,"Nokron, Eternal City",Exit to street
1333,FALSE,Larval Tear,Key Item,"Nokron, Eternal City",Dropped by Silver Sphere
1334,FALSE,Fingerslayer Blade,Quest Item,"Nokron, Eternal City",End of road under huge statue. Given to Ranni for quest
1335,FALSE,Great Ghost Glovewort,Upgrade Mat,"Nokron, Eternal City",End of road under huge statue
1336,FALSE,Ranni the Witch,NPC,East Liurnia,Give Ranni the Amber Draught if you want to complete Seluvis ending with ending Ranni. Does not offer any reward. You can use a celestial dew to fix this
1337,FALSE,Ranni the Witch,NPC,East Liurnia,"Speak to Ranni at Ranni's Rise and give her the Fingerslayer Blade. She will give you the Carian Inverted Statue and will unlock Renna's Rise. Note, giving this to Ranni will finish Seluvis' quest"
1338,FALSE,Carian Inverted Statue,Key Item,East Liurnia,Given by Ranni after giving her the Fingerslayer Blade
1339,FALSE,Seluvis,NPC,East Liurnia,"Go to Seluvis' Rise to find the Preceptor's Set and Seluvis' Bell Bearing. NOTE: If you haven't gotten all of the puppets yet, you can still do so by interacting with his corpse"
1340,FALSE,Preceptor's Set,Armor Set,East Liurnia,Found in Seluvis' Rise after giving Ranni the Fingerslayer Blade
1341,FALSE,Seluvis' Bell Bearing,Bell Bearing,East Liurnia,Found in Seluvis' Rise after giving Ranni the Fingerslayer Blade
1342,FALSE,Pidia,NPC,East Liurnia,Go to Pidia to find Pidia's Bell Bearing and either the Dolores the Sleeping Arrow Puppet Ash or the Nepheli Loux Puppet Ash if you had Nepheli Loux drink the potion
1343,FALSE,Dolores the Sleeping Arrow Puppet,Spirit Ashes,East Liurnia,Dropped by Pidia after completing Seluvis' Questline
1344,FALSE,Nepheli Loux Puppet,Spirit Ashes,East Liurnia,Dropped by Pidia after completing Seluvis' Questline and giving the potion to Nepheli
1345,FALSE,Pidia's Bell Bearing,Bell Bearing,East Liurnia,Dropped by Pidia after completing Seluvis' Questline
1346,FALSE,Carian Study Hall,SoG/Location,East Liurnia,Path North of the Artist's shack in East Liurnia. Curve right and then head South toward the building. Go through once and grab all items before using the Carian Inverted Statue
1347,FALSE,Ghost,Ghost,Carian Study Hall,Found as soon as you enter the Carian Study Hall
1348,FALSE,Carian Glintstone Staff,Staff,Carian Study Hall,"Found in the Carian Study Hall, along the path"
1349,FALSE,Preceptor Mariam,Enemy,Carian Study Hall,"Will appear throughout your journey through the Carian Study Hall, until defeated"
1350,FALSE,Magic Downpour,Sorcery,Carian Study Hall,Dropped by Preceptor Miriam
1351,FALSE,Cerulean Seed Talisman,Talisman,Carian Study Hall,On the wooden beams above the circular room with all of the spirits
1352,FALSE,Place the Carian Inverted Statue,Event,Carian Study Hall,Place the statue given to you by Ranni on the alter in front of the SoG. It will alter the area and allow you to get the other items
1353,FALSE,Mask of Confidence,Helmet,Carian Study Hall,"Drop down once where the lift is, then go out and follow to the left until you can drop again. Doubleback to find on a corpse. Does not belong to an armor set"
1354,FALSE,Lucidity,Sorcery,Carian Study Hall,Fight Preceptor Miriam again after placing the Carian Inverted Statue to receive this
1355,FALSE,Liurnia Tower Bridge,SoG/Location,East Liurnia,Found after inverting the Carian Study Hall and exiting via lift and door
1356,FALSE,Godskin Noble,Enemy,East Liurnia,Exit tower onto a bridge and you will find him. Drops the Godskin Noble set
1357,FALSE,Godskin Noble Set,Armor Set,East Liurnia,Dropped by Godskin Noble enemy near Liurnia Tower Bridge
1358,FALSE,Divine Tower of Liurnia,SoG/Location,East Liurnia,Cross the bridge from the Carian Study Hall
1359,FALSE,Stargazer Heirloom,Talisman,East Liurnia,At the top of the Divine Tower of Liurnia
1360,FALSE,Cursemark of Death,Key Item,East Liurnia,At the top of the Divine Tower of Liurnia
1361,FALSE,Snow Witch Set,Armor Set - Partial,East Liurnia,Go to Renna's Rise to find in chest at the top of the ladder. Does not contain gloves
1362,FALSE,Ainsel River Part 2,Checkpoint,Ainsel River,"Accessed after advancing Ranni's quest and using the waygate at the top of Renna's Rise. Come back to this after Leyndel, Royal Capital if you are trying to get the Dung Eater Puppet ashes this playthrough. Ghost Glovewort 6, 7, 8, and 9"
1363,FALSE,Miniature Ranni,Quest Item,Ainsel River,In a coffin at the beginning of the region
1364,FALSE,Ainsel River Main,SoG/Location,Ainsel River,Rest at SoG in the beginning of this region
1365,FALSE,Ranni the Witch,NPC,Ainsel River,You'll see the option to talk to Miniature Ranni at the Ainsel River Main SoG. Continue to select this and eventually she will speak to you and ask a request
1366,FALSE,Stonesword Key,Key Item,Ainsel River,Found on corpse next to a giant poison flower
1367,FALSE,Clayman Ashes,Spirit Ashes,Ainsel River,Found near waterfall
1368,FALSE,Wing of Astel,Curved Sword,Ainsel River,"Head toward the large bug hanging from the roof. Through the tunnels with the ants, take a left at intersection. Huge open area with bug enemy on cceiling. Found on ledge in a chest nearby"
1369,FALSE,"Nokstella, Eternal City",SoG/Location,"Nokstella, Eternal City","Warp back to Ainsel River Main, then head toward Uhl Palace Ruins and back into tunnel. Once you rest here, exhaust dialogue with Ranni. NOTE: Near this SoG, you can find Ghost Glovewort 7, 8 along the shallow river. Also Contains Somber Smithing Stone 6, 7, Smithing Stone 6"
1370,FALSE,Ranni the Witch,NPC,"Nokstella, Eternal City",Available talk option at the SoG
1371,FALSE,Ant's Skull Plate,Greatshield,"Nokstella, Eternal City","Small room up the stairs to the West of the Nokstella, Eternal City SoG"
1372,FALSE,Ghost-Glovewort Picker's Bell Bearing 2,Bell Bearing,"Nokstella, Eternal City",Next building from Ant's Skull Plate in a chest after continuing up the stairs. Give to Twin Maiden Husks to acces upgrade mats for Renowned Ashes up to +6
1373,FALSE,Archer Ashes,Spirit Ashes,"Nokstella, Eternal City",Back of building after going up the stairs and getting the Ghost-Glovewort Picker's Bell Bearing 2
1374,FALSE,Nightmaiden & Swordstress Puppets,Spirit Ashes,"Nokstella, Eternal City",Next building via Stonesword Key
1375,FALSE,Larval Tear,Key Item,"Nokstella, Eternal City",Dropped by Silver Sphere near the bridge
1376,FALSE,Larval Tear,Key Item,"Nokstella, Eternal City",Dropped by Silver Sphere hanging from ceiling in building
1377,FALSE,Great Ghost Glovewort,Upgrade Mat,"Nokstella, Eternal City",Building to right after bridge has chest
1378,FALSE,Larval Tear,Key Item,"Nokstella, Eternal City","In building before next bridge, hanging from ceiling will be another Silver Sphere that will drop this"
1379,FALSE,Moon of Nokstella,Talisman,"Nokstella, Eternal City","After next bridge, enter building and kill tears and Nox warrior. In chest behind them"
1380,FALSE,Golden Seed,Flask,"Nokstella, Eternal City","Exit building and take elevator to water level, find on Golden Tree"
1381,FALSE,Stonesword Key,Key Item,"Nokstella, Eternal City","North of Golden Tree, on corpse near edge of cliff after jumping down"
1382,FALSE,Nokstella Waterfall Basin,SoG/Location,"Nokstella, Eternal City","Found after jumping down from Golden Seed and Stonesword Key, heading straight back and into building with lift. Head down and rest to talk to Ranni again"
1383,FALSE,Ranni the Witch,NPC,"Nokstella, Eternal City",Talk option at Nokstella Waterfall Basin SoG
1384,FALSE,Baleful Shadow,Enemy,"Nokstella, Eternal City","From Nokstella Waterfall Basin SoG, head through cave with death blight geckos. He will appear as a red phantom"
1385,FALSE,Discarded Palace Key,Quest Item,"Nokstella, Eternal City",Dropped by Baleful Shadow. Needed to complete Ranni's questline
1386,FALSE,Lake of Rot,Checkpoint,Lake of Rot,"Return to the Nokstella Waterfall Basin SoG in Ainsel River and continue past where you fought the Baleful Shadow. Use elevator to access. Come back to this area after the Leyndell, Royal Capital section if you are trying to get the Dung Eater Puppet ashes this playthrough. Contains Smithing Stone 6, 7, Somber Smithing Stone 6-9"
1387,FALSE,Lake of Rot Shoreside,SoG/Location,Lake of Rot,Exit from the lift
1388,FALSE,Dark Moon Ring,Quest Item,"Nokstella, Eternal City",Warp to Raya Lucaria Grand Library SoG. Go to where Rennala is and use Discarded Palace Key on chest to obtain the ring. Used to complete Ranni's questline
1389,FALSE,Map: Lake of Rot,Map,Lake of Rot,"Return to the Lake of Rot Shoreside. Found on a corpse after lift and SoG, near the edge of the lake"
1390,FALSE,Boss Setup,Event,Lake of Rot,Run around the area and activate all of the pressure plates. This will make the boss and exploring the area easier
1391,FALSE,Immunizing Horn Charm +1,Talisman,Lake of Rot,"Southeast into the lake, find Ancestral Follower enemy and kill it to find this talisman"
1392,FALSE,Dragonkin Soldier,Boss,Lake of Rot,South from the Immunizing Horn Charm +1. Drops Dragonscale Blade
1393,FALSE,Dragonscale Blade,Katana,Lake of Rot,Dropped by Dragonkin Soldier
1394,FALSE,Mushroom Crown,Helmet,Lake of Rot,"Southeast part of the lake, on top of a column, climb the ruins. Part of the Mushroom Set"
1395,FALSE,Nomadic Warrior's Cookbook 22,Cookbook,Lake of Rot,"Southwest part of the lake, in a chest in a building"
1396,FALSE,Alabaster Lord,Enemy,Lake of Rot,On top of one of the platforms when it raises. Drops Alabaster Lord's Sword
1397,FALSE,Alabaster Lord's Sword,Greatsword,Lake of Rot,Dropped by Alabaster Lord in the Lake of Rot
1398,FALSE,Grand Cloister,SoG/Location,Lake of Rot,Cross the lake to the ruins and rest at the SoG
1399,FALSE,Ulcerated Tree Spirit,Enemy,Lake of Rot,Near the waterfall. Drops a Golden Seed
1400,FALSE,Golden Seed,Flask,Lake of Rot,Dropped by Ulcerated Tree Spirit near watefall in Grand Cloister
1401,FALSE,Scorpion's Stinger,Dagger,Lake of Rot,Past the praying pest enemies in a chest
1402,FALSE,"Coffin to Astel, Naturalborn",Event,Lake of Rot,"At the edge of a cliff, nestle in coffin to be transported to a new area"
1403,FALSE,"Astel, Naturalborn",Boss,Lake of Rot,Drops Remembrance of the Naturalborn
1404,FALSE,Remembrance of the Naturalborn,Remembrance,Lake of Rot,"Dropped by Astel, Naturalborn. Can be given to Enia to obtain Ash of War: Waves of Darkness or Bastard's Stars"
1405,FALSE,"Astel, Naturalborn of the Void (SoG)",SoG/Location,Lake of Rot,Appears after defeating Astel
1406,FALSE,Western Liurnia Part 4,Checkpoint,Western Liurnia,"After beating Astel, you can access the Southwest part of Liurnia by taking the elevator after the boss. Exiting the Deep Ainsel Well will put you at the Moonlight Altar. Come back to this area later if you are trying to get the Dung Eater Puppet ashes this playthrough. Liurnia has Grave Glovewort 2, 3, 4, Smithing Stone 1- 9, Somber Smithing Stone 2, 3, 4"
1407,FALSE,Moonlight Alter,SoG/Location,Western Liurnia,Found after getting off the elevator
1408,FALSE,Alter South,SoG/Location,Western Liurnia,Southwest part of the area. Head past the glintstone dragons and continue making your way down
1409,FALSE,Chelona's Rise,SoG/Location,Western Liurnia,"Near the Alter South SoG. The entrance is locked and you'll have to hit three spirit turtles found all over the elevated area. First turtle directly West of the tower hanging from cliff. Second is far Southeast down a plateau. Third is Southeast from RIngleader's Evergaol. High in the air, use spiritspring and jump on it. NOTE: Do not fast travel when completing this puzzle. You have to find all of the turtles without fast traveling or they will reset"
1410,FALSE,Ranni's Dark Moon,Sorcery,Western Liurnia,Found in Chelona's Rise
1411,FALSE,Ringleader's Evergaol,Evergaol,Western Liurnia,Southeast Area
1412,FALSE,"Alecto, Black Knife Ringleader",Boss,Western Liurnia,Found in Ringleader's Evergaol. Drops Black Knife Tiche
1413,FALSE,Black Knife Tiche,Spirit Ashes,Western Liurnia,"Dropped by Alecto, Black Knife Ringleader"
1414,FALSE,Moonfolk Ruins,SoG/Location,Western Liurnia,North of Deep Ainsel Well
1415,FALSE,Glintstone Dragon Adula,Boss,Western Liurnia,Weakened earlier in the guide. Drops Adula's Moonblade and 3 Dragon Hearts
1416,FALSE,Adula's Moonblade,Sorcery,Western Liurnia,Dropped by Glintstone Dragon Adula
1417,FALSE,Dragon Heart,Key Item,Western Liurnia,3 Dropped by Glintstone Dragon Adula
