Step,Completed?,Item/Objective,Category,Location,Notes
354,FALSE,Forager Brood Cookbook 3,Cookbook,Cerulean Coast,Continue Northeast from the Lightning Perfume Bottle and find a Forager Brood near the edge of the cliff. Speak to it to get this cookbook
355,FALSE,Furnace Golem,Enemy,Cerulean Coast,Found Southwest of the Lightning Perfume Bottle. Drops the Viridian Hidden Tear
356,FALSE,Viridian Hidden Tear,Crystal Tear,Cerulean Coast,Dropped by the Furnace Golem in the Cerulean Coast
357,FALSE,Cerulean Coast (SoG),SoG/Location,Cerulean Coast,"Continue along the Ellac river, heading South until you find this SoG"
358,FALSE,Cerulean Coast West,SoG/Location,Cerulean Coast,Head West and continue past a couple of larger structures to find this SoG
359,FALSE,Spirit Sword,Curved Sword,Cerulean Coast,Head Northeast past the Stone Coffin and into the ravine ahead. Continue East past the worm enemies and find this near some jagged rocks at the back of the ravine
360,FALSE,Scadutree Fragment,Key Item,Cerulean Coast,"Return to the central part of this ravine with the Demi-Human enemies, and head North. There will be a cave you can go into with a Demi-Human chief enemy"
361,FALSE,Demi-Huma Queen Marriga,Boss,Cerulean Coast,Continue through the ravine until you exit onto a beach. You will find this boss near another stone structure. Defeat this boss to receive the Star-Lined Sword
362,FALSE,Star-Lined Sword,Katana,Cerulean Coast,Dropped by Demi-Human Queen Marigga
363,FALSE,Great Grave Glovewort,Upgrade Mat,Cerulean Coast,Climb to the top of the large stone structure near the Demi-Human boss
364,FALSE,Grave Keeper's Cookbook 1,Cookbook,Cerulean Coast,"Return to the Cerulean Coast West SoG, then head Southeast and look for a giant white tree with an enemy near it. Found at the base of this tree"
365,FALSE,Perfumed Oil of Ranah,Utility Item,Cerulean Coast,"Near the large white tree, look for a path that leads down to the South and jump into the fissure to your left. Take the Northwest tunnel. Once you exit, look around for a way to the top of the island above this cave and find this at the top"
366,FALSE,Southern Nameless Mausoleum,SoG/Location,Cerulean Coast,Head Southeast from the Perfumed Oil of Ranah to find this location on the other island
367,FALSE,Dancer of Ranah,Boss,Cerulean Coast,Found inside the Southern Nameless Mausoleum. Drops the Dancing Blade of Ranah and the Dancing Set
368,FALSE,Dancing Blade of Ranah,Curved Sword,Cerulean Coast,Dropped by Dancer of Ranah boss
369,FALSE,Dancer Set,Armor Set,Cerulean Coast,Dropped by Dancer of Ranah boss
370,FALSE,Great Grave Glovewort,Upgrade Mat,Cerulean Coast,"Return to the passage/cave from before. Continue through to where you had dropped down, then take the East tunnel. Head East and then North and you will come one near where you can find this on a large stone coffin"
371,FALSE,Ghostflame Dragon,Boss,Cerulean Coast,Return to the Cerulean Coast SoG and head directly South. This boss will fly in and attack you. Drops a Somber Ancient Dragon Smithing Stone and a Dragon Heart
372,FALSE,Somber Ancient Dragon Smithing Stone,Upgrade Mat,Cerulean Coast,Dropped by the Ghostflame Dragon found South of the Cerulean Coast SoG
373,FALSE,Dragon Heart,Key Item,Cerulean Coast,Dropped by the Ghostflame Dragon found South of the Cerulean Coast SoG
374,FALSE,Map: Southern Shore,Map,Cerulean Coast,Continue South past where you encountered the Ghostflame Dragon to find this on an altar
375,FALSE,Cerulean Coast Cross,SoG/Location,Cerulean Coast,Continue Southeast and you will find this SoG
376,FALSE,Scadutree Fragment,Key Item,Cerulean Coast,Found just Northeast of the Cerulean Coast Cross SoG
377,FALSE,MIquella's Cross,Cross,Cerulean Coast,Found just Northeast of the Cerulean Coast Cross SoG
378,FALSE,St. Trina Disciple's Cookbook 1,Cookbook,Cerulean Coast,"Make your way North, jump across the giant stone coffin and keeping to the elevated area. Eventually you will find this near the larger dying tree on a corpse"
379,FALSE,Great Grave Glovewort,Upgrade Mat,Cerulean Coast,"Return to where you found the map of this region, just Northeast of the Cerulean Coast Cross SoG. Continue East and past the large stone coffin you had used to get the cookbook before, and look for the base of another stone coffin. Climb up to get this"
380,FALSE,Great Grave Glovewort,Upgrade Mat,Cerulean Coast,"Return to Cerulean Coast Cross SoG. Go North toward where you found the map from before. Head East until you come to the beach, and head past the stone structure on your left. Just past it, head directly North and you will find the base of a large stone coffin. Head up to the top to find this"
381,FALSE,Finger Ruins of Rhia (SoG),SoG/Location,Cerulean Coast,"Continue along the coast line to the East, then head North on top of and over a stone structure. Found on a cliff edge overlooking the ruins"
382,FALSE,Mausoleum Coffin,Mausoleum,Cerulean Coast,"From the Finger Ruins of Rhia SoG, head East along the path, passing the hill leading down. Eventually you'll have to turn North and look for this near the cliff edge"
383,FALSE,Finger Ruins of Rhia,SoG/Location,Cerulean Coast,"Head back toward the Finger Ruins of Rhia SoG, then turn North and head down the hill. Continue North until you find the fingers coming up from the ground and to a point"
384,FALSE,Ring the 1st Bell,Event,Cerulean Coast,There will be a bell that you can interact with after obtaining the Hole-Laden Necklace. Doing so will reward you with the Crimson Seed Talisman +1. This will also advance Count Ymir's questline
385,FALSE,Crimson Seed Talisman +1,Talisman,Cerulean Coast,Received after ringing the bell in the Finger Ruins of Rhia
386,FALSE,Finger-Weaver's Hovel,SoG/Location,Cerulean Coast,Head to the Northwest portion of the ruins and look for a hill you can climb up. At the top head back South and you will eventually come across a small forest. Find this structure in the forest. Contains the Finger-Weaver's Cookbook 1
387,FALSE,Finger-Weaver's Cookbook 1,Cookbook,Cerulean Coast,"Found in the Finger-Weaver's Hovel in the Cerulean Coast, West of the Finger Ruins of Rhia"
388,FALSE,Ghost,Ghost,Cerulean Coast,"Found in the Finger-Weaver's Hovel in the Cerulean Coast, West of the Finger Ruins of Rhia"
389,FALSE,Hefty Cracked Pot,Consumable,Cerulean Coast,"Return to the Cerulean Coast Cross SoG. Continue up Northwest, and then head South/Southwest along a path to a plateau. You will find this near the Troll enemy that is hurling large pots at you"
390,FALSE,St Trina Disciple's Cookbook 2,Cookbook,Cerulean Coast,"Continue South and once you find the large hole in the ground, head to the East of it. Continue to the edge of the cliff and look for a corpse to find this"
391,FALSE,The Fissure,SoG/Location,Cerulean Coast,Head back to the large hole in the ground. Look for a safe way down and delve into this area to find this SoG
392,FALSE,Stone Coffin Fissure,SoG/Location,Stone Coffin Fissure,Enter the cave near The Fissure SoG and you will this SoG
,FALSE,Thiollier,NPC,Gravesite Plain,"Return to the Pillar Path Cross SoG and speak to Thiollier. Exhaust his dialogue until he says he is heading South, then reload the area and he should disappear"
394,FALSE,Fissure Cross,SoG/Location,Stone Coffin Fissure,"Return to the Stone Coffin Fissure SoG. Continue dropping down ledges, making your way East to a ledge that will break from under you. At the bottom, continue Northeast/East and you will find this near a cliff edge"
395,FALSE,Scadutree Fragment,Key Item,Stone Coffin Fissure,Found near the Fissure Cross SoG
396,FALSE,Miquella's Cross,Cross,Stone Coffin Fissure,Found near the Fissure Cross SoG
397,FALSE,Ghost,Ghost,Stone Coffin Fissure,Found near the Fissure Cross SoG. Speak to it for lore
398,FALSE,Velvet Sword of St. Trina,Straight Sword,Stone Coffin Fissure,"Head Northwest and carefully drop down the side of the cliff/stone coffin. On one of these ledges you drop down to, you will see a stone coffin leaning against the cliff face that you can walk under toward the East. Continue that direction to find this"
399,FALSE,Fissure Waypoint,SoG/Location,Stone Coffin Fissure,"Return to the Fissure Cross SoG. Head directly North and begin jumping down the stone coffins. Continue Northeast and around the cliff edge, then head North up another stone coffin. Jump down, then jump down again to find this SoG"
400,FALSE,Mass of Putrescence,Sorcery,Stone Coffin Fissure,"Head Northeast, and jump down more ledges to a stone bridge. Found to the left after getting to the other side of the bridge"
401,FALSE,Gold Misbegotten Enemy,Enemy,Stone Coffin Fissure,"Head Northeast and up the hill. Then up the ledges and hill past the archer skeletons. Continue South and drop down to the giant blob, then continue out of the cave to the Southeast. Kill it for Multilayered Ring of Light"
402,FALSE,Multilayered Ring of Light,Incantation,Stone Coffin Fissure,Dropped by the golden misbegotten enemy in the Stone Coffin Fissure
403,FALSE,Fissure Depths,SoG/Location,Stone Coffin Fissure,"Continue up the hill to the East, then head Southeast along this upper section to find this SoG"
404,FALSE,Ghost,Ghost,Stone Coffin Fissure,Continue up the stairs to the Southwest to find this Ghost and speak to it for lore
405,FALSE,Leap off the head,Event,Stone Coffin Fissure,"Go up to the head near the ghost, or Southwest of the Fissure Depths SoG up the stairs, and jump off"
406,FALSE,Thiollier,Summon,Stone Coffin Fissure,Found inside the boss arena of the Putrescence Knight. You can summon him for this battle
407,FALSE,Putrescent Knight,Boss,Stone Coffin Fissure,Found at the bottom of the hole after jumping down near the Fissure Depths SoG. Drops the Remembrance of Putrescence
408,FALSE,Remembrance of Putrescence,Remembrance,Stone Coffin Fissure,Dropped by the Putrescence Knight in the Fissure
409,FALSE,Garden of Deep Purple,SoG/Location,Stone Coffin Fissure,Found after defeating the Putrescence Knight
410,FALSE,St. Trina Disciple's Cookbook 3,Cookbook,Stone Coffin Fissure,Continue West into a cave to find this
411,FALSE,St. Trina,NPC,Stone Coffin Fissure,"Speak to St. Trina and you will not hear her. Instead, you will be given the option to Imbibe Nectar"
412,FALSE,Dying for St. Trina,Event,Stone Coffin Fissure,Return to St. Trina. You will need to Imbibe Nectar four times in order to have St. Trina speak to you
413,FALSE,St. Trina,NPC,Stone Coffin Fissure,Speak to her after drinking the Nectar four times and you will receive additional dialogue
414,FALSE,Thiollier,NPC,Stone Coffin Fissure,"Return to the Pillar Path Cross and speak to Thiollier, exhausting his dialogue regarding the St. Trina's Nectar. Return to the cave with St. Trina and find him again, then speak to him for more dialogue. Choose the Pass on the words of St. Trina dialogue option. Choose the option again, and exhaust dialogue"
415,FALSE,Dying for St. Trina,Event,Stone Coffin Fissure,Drink St. Trina's Nectar one more time and die
416,FALSE,Thiollier,Invader,Stone Coffin Fissure,"Return to the Garden of Deep Purple SoG, and Thiollier should invade here. Drops St. Trina's Smile once defeated"
417,FALSE,St. Trina's Smile,Talisman,Stone Coffin Fissure,Dropped by Thiollier when he invades in the Garden of Deep Purple
418,FALSE,Dying for St. Trina,Event,Stone Coffin Fissure,Die by Imbibing St. Trina's Nectar again for another piece of lore
419,FALSE,Count Ymir,NPC,Scadu Altus,Return to Count Ymir at the Cathedral of Manus Metyr and exhaust dialogue. This will give you the second ruins map and the Beloved Stardust Talisman
420,FALSE,Ruins Map 2,Quest Item,Scadu Altus,Given to you by Count Ymir after ringing the first bell in the Finger Ruins of Rhia
421,FALSE,Beloved Stardust,Talisman,Scadu Altus,Given to you by Count Ymir after ringing the first bell in the Finger Ruins of Rhia
422,FALSE,Jolan,NPC,Scadu Altus,Will only appear after ringing the first bell. Speak to them to exhaust dialogue
423,FALSE,Interact with Ymir's Chair,Event,Scadu Altus,Reset the area at the SoG and Count Ymir will have left. Go to his chair and interact with it. Then descend the ladder to the finger Ruins of Miyr
424,FALSE,Finger Ruins of Miyr,SoG/Location,Scadu Altus,Found by descending the secret ladder hidden under Count Ymir's chair
425,FALSE,Swordhand of Night Anna,Invader,Scadu Altus,Continue North and you will be invaded by this enemy. Defeat them to get the Claws of Night
426,FALSE,Claws of Night,Claw,Scadu Altus,Dropped by the Swordhand of Night Anna invader
427,FALSE,Finger-Weaver's Cookbook 2,Cookbook,Scadu Altus,Continue Northwest in the Ruins of Miyr and go to the ledge on the left. Find this on the corpse
428,FALSE,Jolan,NPC,Scadu Altus,Return to Jolan and speak to her about killing the Anna invader
429,FALSE,Count Ymir,NPC,Scadu Altus,Return to Count Ymir and speak to him about killing the Anna invader
430,FALSE,Shadow Keep,Checkpoint,Shadow Keep,"To begin this section, return to the Highroad Cross SoG and continue North along the road, past where you encountered the Furnace Golem, and through the main gate of the Shadow Keep"
431,FALSE,Shadow Keep Main Gate,SoG/Location,Shadow Keep,"Head inside the Shadow Keep gate, then take the elevator up. Found at the top"
432,FALSE,Redmane Freyja ,Summon,Shadow Keep,Found outside the boss door near the Shadow Keep Main Gate SoG
433,FALSE,Golden Hippopotamus,Boss,Shadow Keep,Continue through the boss gate. Drops Aspects of the Crucible: Thorns incantation and two Scadutree Fragments
434,FALSE,Aspects of the Crucible: Thorns,Incantation,Shadow Keep,Dropped by the Golden Hippopotamus boss
435,FALSE,Scadutree Fragment,Key Item,Shadow Keep,Dropped by the Golden Hippopotamus boss
436,FALSE,Main Gate Plaza,SoG/Location,Shadow Keep,Found in the boss arena after defeating the Golden Hippopotamus
437,FALSE,Ghost,Ghost,Shadow Keep,Head through the doorway to the Northwest and speak to the ghost for lore
438,FALSE,Main-gauche,Dagger,Shadow Keep,"Continue up the stairs, out, and up more stairs. Then take the doorway on your right. Then the next doorway on your right. Find this on the platform near the Black Steel Night "
439,FALSE,Talisman of Lord's Bestowal,Talisman,Shadow Keep,"Return to the stairs outside and continue up. Be mindful of the Black Steel Knight and archer in the next room at the top of the stairs. Continue out the doorway in the East of the room. Immediately jump down to the lower area, head South, down to another lower area, and find this at the base of a golden tree  "
440,FALSE,Shortcut,Shortcut,Shadow Keep,"Continue into room in the North, then through the doorway in and up the ladder. This returns you to the room just before jumping down"
441,FALSE,Shortcut,Shortcut,Shadow Keep,Continue back out the door to the East and continue Southeast. Turn right to walk down a long ramp. Open the door to get another shortcut from the Main Gate Plaza SoG
442,FALSE,Leda and Hornsent Fight,Event,Shadow Keep,"Continue back up the long ramp and look to your right at the top. You will see a red summon sign to help Leda defeat Hornsent, and a gold summon sign to hep Hornsent defeat Leda. NOTE: You will need to do the steps leading to these two NPCs on a second playthrough of the DLC in order to get all items in the game"
443,FALSE,Help Leda (Kill Hornsent),Invasion,Shadow Keep,"Defeating Hornsent will reward you with the Falx, Caterpillar Mask, Braided Cord Robe, Braided Arm wraps, and Soiled Loincloth. NOTE: You will need to complete Hornsent's questline on a different playthrough. It is recommended to also choose to help Leda kill Ansbach on the same playthrough. Doing this will reward you with the Lacerating Crossed-Tree Talisman"
444,FALSE,Help Hornsent (Kill Leda),Invasion,Shadow Keep,Defeating Leda will reward you with the Ash of War: Swift Slash. NOTE: You will need to complete Hornsent's questline on a different playthrough
445,FALSE,Falx,Curved Sword,Shadow Keep,Received for defeating Hornsent in Shadow Keep
446,FALSE,Hornsent Set,Armor Set,Shadow Keep,"Received for defeating Hornsent in Shadow Keep. This contains the Caterpillar Mask, Braided Cord robe, Braided Arm Wraps, and Soiled Loincloth"
447,FALSE,Ash of War: Swift Slash,Ash of War,Shadow Keep,Received for defeating Leda in Shadow Keep
448,FALSE,Domain of Dragons,Painting,Shadow Keep,"Continue Southeast from these invasion signs and past the the burning boats. Look for a ladder on the left that leads to the water and go down. Continue to the right and past the waterfall to find a ladder heading into a square hole. At the bottom, continue through the doorway to find the Domain of Dragon Painting"
449,FALSE,Illusory Wall,Secret,Shadow Keep,Swipe at the wall on the Southwest side of this room to find an illusory wall
450,FALSE,Coffin,Event,Shadow Keep,Continue through the new room and follow the path until you come to a coffin on a ledge. Interact with it to be taken to a new area
451,FALSE,Castle Watering Hole,SoG/Location,Shadow Keep,"After arriving in the new location, continue out the door East and you will find this SoG. Rest here and return to the Main Gate Plaza SoG"
452,FALSE,"Storehouse, First Floor",SoG/Location,Shadow Keep,Go through the shortcut leading to the large ramp and continue up the ramp. Continue Northeast and past the enemy and through the doorway. Take the lift up to this SoG
453,FALSE,Ash of War: Wall of Sparks,Ash of War,Shadow Keep,"Continue out the Northwest door, then the next door to find a lift. Take it down. Go into the large room and take the first door on the right, then the first on the left (Be wary of ambushing warrior jar). Find this on a corpse on the railing"
454,FALSE,Battlefield Priest's Cookbook 4,Cookbook,Shadow Keep,"Return to the hallway, then continue North and then West. Go up to the wall left of the doorway and slash it to find an illusory wall with this sitting on a corpse"
455,FALSE,Hefty Cracked Pot,Consumable,Shadow Keep,Continue back around and take the doorway with the stairs leading down. Continue West and into the room on the next left. Find this on a corpse to your right
456,FALSE,Iris of Grace,Key Item,Shadow Keep,Continue to the Eastern side of the room to find this on a corpse
457,FALSE,West Rampart,SoG/Location,Shadow Keep,Continue out the doorway in the Western part of the room. Turn left and go down the stairs and into the large room with pillars. Continue out onto the bridge to find this SOG
458,FALSE,Boltdrake Talisman +3,Talisman,Shadow Keep,"Return to the Storehouse, First Floor. Continue around to the back of the large structure, to the Northeast side of the building. Turn right, go up the stairs. Continue Northeast until you see some stacks of books in front of a doorway leading down some stairs. Head around to your left to find stairs leading up. Turn right and follow the path and jump over the railing to the Southeast. Find this next to a square platform"
459,FALSE,Pull the Lever,Shortcut,Shadow Keep,"On the Northwest section of this wall you'll find a lever, pull this to open a shortcut"
460,FALSE,Dueling Shield,Thrusting Shield,Shadow Keep,"Follow the stairs up and around, then head Northwest until you find the stairs on your right that you took before. Continue up, then up the smaller staircase to your left. Head Southeast, then turn left to go up some more stairs. At the top, continue across the top to the South/Southeast across the bridge. Before you reach the end of this section of bridge, look to your left and you should see a platform with a small pillar leading to it. Jump to this"
461,FALSE,Revered Spirit Ashes,Key Item,Shadow Keep,Return to the bridge via the small pillar and look on the other side for the giant feet. Jump to these. Continue across and jump down to the "behemoth" statue below to find this 
462,FALSE,"Storehouse, Fourth Floor",SoG/Location,Shadow Keep,"Jump down, head up the stairs to the Southeast, then continue to the Northwest portion of the library again. Go up the stairs, then up the next flight of stairs, continue to the South again, back across the bridge and onto the feet. Climb up the back of the statue and jump across to the platform to find this SoG"
463,FALSE,Miquella's Cross,Cross,Shadow Keep,"Found near the Storehouse, Fourth Floor SoG"
464,FALSE,Scadutree Fragment,Key Item,Shadow Keep,"Found near the Storehouse, Fourth Floor SoG"
465,FALSE,Storehouse Cross Message,Key Item,Shadow Keep,"Found near the Storehouse, Fourth Floor SoG"
466,FALSE,Secret Rite Scroll,Quest Item,Shadow Keep,Continue out the three windows and to the left. Continue up the stairs and then up the next stairs. Go down the stairs to your left. Go through the doorway on the right. Head toward the ledge then go right to find this on the table  
467,FALSE,"Storehouse, Seventh Floor",SoG/Location,Shadow Keep,"Return back outside, and up the stairs. Continue along to the Northeast and go through the doorway on the left. Follow the path to the right and then go up the flights of stairs until you see this SoG in a room nearby "
468,FALSE,Redmane Freyja,NPC,Shadow Keep,Speak to Freyja here and exhaust dialogue
469,FALSE,Sir Ansbach,NPC,Shadow Keep,"Return to the Storehouse, First Floor and to his room in the library and speak to Ansbach about Freyja. Then give him the Secret Rite Scroll. NOTE: You must speak to him about Freyja BEFORE giving him the scroll"
470,FALSE,Letter for Freyja,Quest Item,Shadow Keep,Given to you from Ansbach once you meet Freyja in the Shadow Keep
471,FALSE,Redmane Freyja,NPC,Shadow Keep,"Return to Freyja at the Storehouse, Seventh Floor SoG and give her the letter from Ansbach. Continue you to exhaust dialogue and she will eventually give you the Golden Lion Shield"
472,FALSE,Golden Lion Shield,Medium Shield,Shadow Keep,Redmane Freyja gives this to you after advancing her and Sir Ansbach's questlines to the point where Ansbach gives you a Letter for Freyja
473,FALSE,Leda and Ansbach Fight,Event,Shadow Keep,"Return to the Storehouse, First Floor. Continue around to the back of the large structure, to the Northeast side of the building. Turn right, go up the stairs. Continue Northeast until you see some stacks of books in front of a doorway leading down some stairs. You will either find Ansbach here if you killed Leda previously, or two summon signs for both Leda and Ansbach respectively. NOTE: If you have already killed Hornsent with Leda, you should choose to kill Ansbach in this same playthrough"
474,FALSE,Help Leda (Kill Ansbach),Invasion,Shadow Keep,Choosing to help Leda kill Ansbach will reward you with Ansbach's Set and Ansbach's Longbow. NOTE: You will need to complete the rest of Ansbach's questline on a different playthrough. It is recommended to help Leda kill Ansbach if you already helped her kill Hornsent this playthrough. Doing this will reward you with the Retaliatory Crossed-Tree Talisman
475,FALSE,Help Ansbach (Kill Leda),Invasion,Shadow Keep,Choosing to help Ansbach kill Leda will reward you with Ansbach's Longbow. NOTE: You will need to complete the rest of Leda's questline on a different playthrough
476,FALSE,Ansbach Set,Armor Set,Shadow Keep,Received once you help Leda defeat Ansbach. This set includes the Wise Man's Mask
477,FALSE,Ansbach's Longbow,Bow,Shadow Keep,Received once you help Leda or Ansbach (it does not matter which one you help)
478,FALSE,Sir Ansbach,NPC,Shadow Keep,Found after you defeat Leda with Ansbach or if Leda was already killed prior to this encounter. NOTE: He will not be here if you choose to side with Leda and kill him
479,FALSE,Needle Knight Leda,NPC,Scadu Altus,Head back to Highroad Cross SoG and speak to Leda if you've helped defeat Sir Ansbach and Hornsent. She will give you the Retaliatory Crossed-Tree Talisman and the Lacerating Crossed-Tree talisman. NOTE: You will need to do the Leda quest steps again up to this point if you did not help Leda against Hornsent and Sir Ansbach in order to get the talismans
480,FALSE,Retaliatory Crossed-Tree,Talisman,Scadu Altus,Received from Needle Knight Leda after helping defeat Sir Ansbach as part of her questline
481,FALSE,Lacerating Crossed-Tree,Talisman,Scadu Altus,Received from Needle Knight Leda after helping defeat Hornsent as part of her questline
482,FALSE,Impenetrable Thorns,Sorcery,Shadow Keep,"Exit the room from the Storehouse, Seventh Floor SoG and head down the stairs. Go into the next room and cross the beams to the Southwest. Climb the beast to the West after this, jump across to the West, and head outside. Carefully drop down to the next ledge and find this on a corpse"
483,FALSE,Revered Spirit Ashes,Key Item,Shadow Keep,"Return to the Storehouse, Seventh Floor SoG. Head out the doorway again, Seventh Floor SoG and cross the stairs and bridge. Continue along and jump on the hanging statue to your left to find this "
484,FALSE,Lever,Event,Shadow Keep,"Return back across the stairs and bridge, then go down the stairs to your right. Go straight ahead and down more stairs, then go through the doorway to the Southeast. Continue along and pull this lever. Once this lever is pulled, the hanging statues will change their position. Return to the Storehouse, First Floor SoG"
485,FALSE,Pearldrake Talisman +3,Talisman,Shadow Keep,"Continue North from this SoG and around the back, back up the stairs and progress Northwest. Then Northeast up some more stairs. Continue up MORE stairs, and turn right. One of the statues' heads should not be above the railing with this item on it "
486,FALSE,Winged Serpent Helm,Helmet,Shadow Keep,"Return to the Storehouse, Seventh Floor SoG. From here, continue out the doorway, down the stairs, and through the next doorway. Jump to the newly accessible platform, then to the statue to the Southwest. Run up its back toward the West, and jump down to the doorway.  Continue out the next doorway and up the stairs to the right. Turn left and defeat the Fire Knight for this"
487,FALSE,Ash of War: Flame Spear,Ash of War,Shadow Keep,"Return to the Storehouse, Seventh Floor SoG. From here, continue out the doorway, down the stairs, and through the next doorway. Jump to the newly accessible platform, then to the statue to the Southwest. Run up its back toward the West, and jump down to the doorway.  Continue out the next doorway and up the stairs to the right. Turn left and defeat the Fire Knight for this"
488,FALSE,Scadutree Fragment,Key Item,Shadow Keep,Continue through the large door to find a Scadutree Fragment
489,FALSE,Dark Chamber Entrance,SoG/Location,Shadow Keep,"Continue up the stairs from the fragment, and find this SoG"
490,FALSE,Church District Entrance,SoG/Location,Shadow Keep,Return to the Church District Highroad SoG and head Northwest along the road to re-enter the Shadow Keep area. Continue through the tunnel and find this at the end
491,FALSE,Great Grave Glovewort,Upgrade Mat,Shadow Keep,"Jump to the rooftops to the Northwest. Make your way to the Southwest section of this first rooftop and jump to the log in the water. Jump to the right then go across the logs, continuing Southwest. on the other side, go around the curved platform to the left "
492,FALSE,Directional Step,Event,Shadow Keep,"Return the way you came and back to the first rooftop. Jump to the next rooftop area to the Northwest with the fallen in ceiling. Jump up the wall edge on the other side and head up and Northeast. Turn left and jump to the next rooftop area. Head Southwest, then look to a rampart to the left to jump to and head up. Look for a hole to jump through where you'll see an ""X"" shaped platform below. Jump to this"
493,FALSE,Prayer Room Door,Event,Shadow Keep,"Jump through the hole in the floor in the Southwest, then go out the doorway in the Northeast and across the area to another door. NOTE: You will need the Prayer Room Key found at the Church of Crusade to enter this door"
494,FALSE,Queelign,NPC,Shadow Keep,"Found in the Prayer Room in the Shadow Keep. By this point, you should have the Iris of Occultation and the Iris of Grace. NOTE: You can only give him one of these, but he has two rewards. You will need to complete the invasions again and get the Prayer Room Key on another playthrough in order to get both items"
495,FALSE,Give Queelign the Iris of Occultation,Event,Shadow Keep,"If you give Queelign the Iris of Occultation, you will receive Queelign's Greatsword"
496,FALSE,Give Queelign the Iris of Grace,Event,Shadow Keep,"If you give Queelign the Iris of Grace, you will receive Fire Knight Queelign Spirit Ash"
497,FALSE,Queelign's Greatsword,Heavy Thrusting Sword,Shadow Keep,Given by Queelign for giving him the Iris of Occultation
498,FALSE,Fire Knight Queelign,Spirit Ashes,Shadow Keep,Given by Queelign for giving him the Iris of Grace
499,FALSE,Dam Lever,Event,Shadow Keep,"Leave the room, continue back around and then head Northwest. Go into the doorway on the other side of this room. Take the doorway on the left, then go left across the bridge and head Southeast. Go up the ladder to the right of the doorway and use the large lever to drain the water "
500,FALSE,Sunken Chapel,SoG/Location,Shadow Keep,Go back down the ladder and through the doorway next to it. Drop down to the bottom of this tower. Go out the door and to the right to find this SoG
501,FALSE,Lesser Ulcerated Spirit,Enemy,Shadow Keep,"Return back out the archway and then cut around to the right, then head Northeast/East to encounter this enemy. Drops the Mantle of Thorns sorcery"
502,FALSE,Mantle of Thorns,Sorcery,Shadow Keep,Dropped by the Lesser Ulcerated Spirit found after draining the water in the Shadow Keep
503,FALSE,Shortcut to Church District Entrance,Shortcut,Shadow Keep,"Head East and look for stairs up, and continue into the tower across the stairs and take the lift up. This is a shortcut back to the Church District Entrance SoG"
504,FALSE,Lesser Ulcerated Spirit,Enemy,Shadow Keep,"Head back to the lift and go out the door, then turn right. Continue Northwest to encounter this Lesser Ulcerated Spirit. Drops an Iris of Occultation"
505,FALSE,Iris of Occultation,Key Item,Shadow Keep,Dropped by the second Lesser Ulcerated Spirit found in Shadow Keep after draining the water
506,FALSE,Fire Knight,Enemy,Shadow Keep,"Head South, look for a circular structure with a ledge to its right and drop down, then go up the small staircase. Continue to the room on the right. Head to the Northwest part of this building and go left. To find this enemy. Drops the Death Mask Helm"
507,FALSE,Death Mask Helm,Helmet,Shadow Keep,Dropped by the Fire Knight enemy found after you drain the water in Shadow Keep
508,FALSE,Fire Knight's Seal,Seal,Shadow Keep,Drop down to the floor and find this down near the base of the statue
509,FALSE,Scadutree Fragment,Key Item,Shadow Keep,"Head toward the Northeast portion of the room and look to the right to find a lift. At the top continue across to the Northwest hallway. Take the first entryway on the left, and jump to the slender arm of the statue to find this "
510,FALSE,Battlefield Priest's Cookbook 1,Cookbook,Shadow Keep,"Head out the doorway and turn to the right, then out the next doorways. Continue up the stairs to the left or right and find this on a corpse hunched over the balcony"
511,FALSE,Tree-Worship Passage,SoG/Location,Shadow Keep,"Go back down the stairs, and head to the door below this balcony and take the lift down. You'll find this grace at the bottom"
512,FALSE,Iris of Grace,Key Item,Shadow Keep,Continue through the tunnel and across the wooden bridge. Find this at the base of the altar
513,FALSE,Tree-Worship Sanctum,SoG/Location,Shadow Keep,Follow the stairs down to find this grace and the boss arena
514,FALSE,Scadutree Avatar,Boss,Shadow Keep,Found near the Tree-Worship Sanctum SoG. Drops the Remembrance of the Shadow Sunflower and Miquella's Great Rune
515,FALSE,Remembrance of the Shadow Sunflower,Remembrance,Shadow Keep,Dropped by the Scadutree Avatar boss near the Tree-Worship Sanctum SoG
516,FALSE,Miquella's Great Rune,Great Rune,Shadow Keep,Dropped by the Scadutree Avatar boss near the Tree-Worship Sanctum SoG
517,FALSE,Scadutree Base,SoG/Location,Shadow Keep,Found after defeating the Scadutree Avatar. Continue to the center of the boss arena to find this SoG
518,FALSE,"Storehouse, Back Section",SoG/Location,Shadow Keep,"Return to the Sunken Chapel. Head out Northwest and cut to the right, then proceed through the archway on the left. Continue Northwest and take the lift to your right. Continue through the doorway ahead and take the first right out to a bridge leading to another building. Take this lift up. Take the doorway on the left and you'll find this SoG"
519,FALSE,Carian Thrusting Shield,Thrusting Shield,Shadow Keep,Continue West and around to the spear section of the room to find this
520,FALSE,Fire Serpent,Incantation,Shadow Keep,"Head back toward the SoG, and look for a ladder on your left on the wooden platform. At the top, head East and up the stairs. Continue Northeast and through the doorway on the other side to find this on a corpse"
521,FALSE,"Storehouse, Loft",SoG/Location,Shadow Keep,Return to the previous room and look for a hole in the wall on the Southeast side of this floor and go through it. Turn right. Continue up the ramps and stairs to find this SoG 
